id,sentimen,tweet,emoticon_score,ortografi,exclamation,lexicon_score,jj,neg,lexicon_pos_score,lexicon_neg_score
1994,1,lihat teman teman lulus menang haru neng lihat orang orang lewatin fase sulit hidup lengkap pakai rintang uniq sangat maaf yah teman teman pas sidang ditangisin bilang sedih tinggal klean,1,0.0,0,2,1,0,4,2
1995,0,bikin surat hilang hari habis dukcapil dibuatin suket nya usaha masak apa bilang 2 ngurusnya tidak bener-bener niat he,0,0.0,0,0,1,1,0,0
1996,1,bahagia mansive daddy 1 untung sangat dapetin daddy terima kasih 1 jalan daddy senyum sayangsangat daddy tidak erti sayang nya inti i love you,0,0.06382978723404255,1,4,0,1,5,1
1997,0,lali lho 3 oh lali cit kaya cup  oh,0,0.0,0,-2,1,1,0,2
1998,0,lelah,0,0.0,0,-1,0,0,0,1
1999,0,nama hijrah orang pindah tempat rizieq orang buat sangat buruk lari hijrah negara orang,0,0.0,0,-1,1,0,0,1
2000,1,ndk apa mis semangat bawa konser iya terima kasih prjuangannya semangat miskita tunggu,0,0.0,0,3,0,0,3,0
2001,1,foto portrait wajah barusan pas motret motret tugu ketemu bang ekopra yogo ahai tugu yogyakarta indonesia,0,0.0,0,1,0,0,1,0
2002,1,tepuk tangan ye yes hp nya ramai gara-gara syifa sn,0,0.0,0,0,1,0,1,1
2003,0,ubah tidak,-1,0.0,0,0,0,1,0,0
2004,1,selamat malam sayang lupa ingat lupa mantan lupa nafas nama lupa minum air putih me uras tenaga selamat malam,0,0.0,0,0,2,1,4,4
2005,0,kamera hp hue cacat tidak bagus,0,0.0,0,-2,1,1,0,2
2006,0,informasi kendara   arah pondok gede taman mini padat rayap pinang ranti madet,0,0.0,0,-1,0,0,0,1
2007,1,bahagia iya tidak sih ngajak orang orang kumpul orang orang tolak bahagia tidak ikud kumpul sih he,0,0.0,0,1,0,2,2,1
2008,0,bayangin iya tidak suka paksa suka sih aduh mah tidak kaya gtu tidak drama tidak suka iya tidak biarpun bnyak uang mah tidak suka mah tidak suka iya tidak sih,0,0.0,0,-3,2,8,3,6
2009,0,banjir lage macet parah s parman banjir nge tweet tidak banjir cpd jokowi dki,0,0.0,0,-3,0,1,1,4
2010,1,catet lokasi iya moms lapang kostrad jalan sultan iskandar muda jaksel lokasi ayo mari rapat you there,0,0.0,1,2,0,0,2,0
2011,0,kang mern kakak perempuan sial jelek alusnya emotxtawa,1,0.0,0,-2,1,0,0,2
2012,0,ah kesal sering apa sakit tidak marah pada,0,0.0,1,0,1,1,1,1
2013,1,iya allah tular orang genre musik a giniehtapi lucu sih lagu bagi manjahlagi pingin manjah,0,0.0,0,2,0,0,2,0
2014,1,keren sangat film coboy junior the movie asli keren habis coboyjr iqbaale bastiansteel teukurizkygg alvaromaldinii,0,0.0,0,3,0,0,3,0
2015,0,keledai bilang bodoh jato lobang parah keledai bikin emosi ngebayangin besok,0,0.0,0,-3,1,0,0,3
2016,1,gilapakai indosat kenceng sangat internetannya  madya s room kost an  http t co glcgqgobeb,0,0.0,0,0,0,0,0,0
2017,0,jahat iya jahat,1,0.0,0,-2,0,0,0,2
2018,1,selamat pagi blora,1,0.0,0,1,0,0,1,0
2019,0,menang adan kaya      ,0,0.0,0,-1,2,0,0,1
2020,1,yha bih ernest nabung min sangat ijt kulyah cyn berat sih lama biasa oh iya gaya hidup pengaruh untung tidak suka nongki-nongki tertawa,0,0.0,0,0,1,1,2,2
2021,1,tidak tanggap akun kait putus report feed instagram wel feed report hapus ig im bahagia because instagram concern about copyright issue,0,0.0,0,1,0,1,1,0
2022,0,cewek lesbong tertawa iya cowok wanita tuna susila curah hati cari cewek kaya cari gore,0,0.0,0,2,1,0,2,0
2023,0,me manage bner-bner filter prioritas management nya oke hidup jadilebihbaik,0,0.0,0,3,1,0,3,0
2024,0,jujur sedih tidak nurutin ambisi dipengenin ajar ikhlas ridho serah tuhan legowo,0,0.0,0,2,0,1,2,0
2025,1,tidak suka sangat baca berita jokowi ahok kagum,0,0.0,1,0,0,1,1,1
2026,1,ehm enak sangat deh,0,0.0,0,1,0,0,1,0
2027,0,mana cewek posisi tidak ngenakin pergi sayang tahan sakit hati tidak enak,1,0.0,0,0,2,2,2,2
2028,1,selamat sore lavar  ,0,0.0,0,1,0,0,1,0
2029,1,tidur iya kakak hati tidak sombong,1,0.0,0,2,0,1,2,0
2030,1,terimakasih kenan hadir buka merdu lantun suara azhan dengar arah mushola ucap selamat buka puasa teman teman bukber,0,0.0,0,3,1,0,3,0
2031,0,sepi sebal males kesal sesak twiter hua emotxtawa,1,0.0,1,-5,1,0,0,5
2032,0,bilang milih sopir mobil bawa masuk jurang disopirin orang hafal 30 jus orang sim a jam terbang,0,0.047619047619047616,1,0,0,0,0,0
2033,1,cinta bisa bisa jaga bisa jaga,0,0.0,0,0,0,0,0,0
2034,1,semangat friday  ,0,0.0,0,1,0,0,1,0
2035,0,terima kasih deh get welsoon kaocha ngantuk capai gel mual pusing muak pft,0,0.0,0,-2,0,0,1,3
2036,1,cinta cinta suci cinta rasul cinta mulia cint tuhan cinta agung,0,0.0,0,8,1,0,8,0
2037,1,jaya polres bogor kota indah kota bogor nan rapi,0,0.0,0,2,1,0,2,0
2038,1,besok libur win besok fre sangat,0,0.0,0,1,0,0,1,0
2039,1,selamat pagi selamat aktivitas m,1,0.0,0,2,1,0,2,0
2040,0,jokowi lambat,0,0.0,0,-1,0,0,0,1
2041,0,bilang ngesot ngi ,-1,0.0,0,0,0,0,0,0
2042,1,selamat makan         with ichiban sushi lipo karawaci pic ,0,0.0,0,2,1,0,2,0
2043,0,ai bakil pan sen gojek ebuset nomor signal sekali driver marah ora kakek iya annoying beliau kasar diri penuh dosa ku tahan,0,0.0,0,-3,2,0,1,4
2044,1,hidup tualang ali orang milik tualang tualang baik ayah ali matahari,0,0.0,0,2,1,0,2,0
2045,0,dunia keras hadap lembek iya tidak hidup,0,0.0,1,-2,1,1,0,2
2046,1,sebentar ketemu krucil krucil ponakan gemesin sangat suka nya main antem antem seru sih iya resiko gel gel ngajarin hitung jadilebihbaik pas masuk sekolah,0,0.0,0,-1,2,0,3,4
2047,0,mbuhiya dekat kena kdrt bilang urus keluarga tidak bantu perempuan speak up sexual harrasment dikatain pusing,0,0.038461538461538464,0,-3,1,1,0,3
2048,0,dul era jokowi rezim sby 10 menteri korupsi tidak percaya adakan bukti balik sby korupsi,0,0.8148148148148148,0,-3,0,1,0,3
2049,1,artis kali mah manusia langka kenal nya,0,0.0,0,-1,1,0,1,2
2050,1,selamat siang tingal rajam ketemu,0,0.0,0,0,1,0,1,1
2051,1,ku langsung jatuh cinta denger lagu playlist yaudahb gilir denger live enak crowd nya parah sangat haru ngeliatnya kali ina hype sangat freddy ampe i love teman teman melulu,0,0.019230769230769232,0,0,3,0,2,2
2052,0,tidak teman latah jorok,0,0.0,0,-1,0,1,0,1
2053,0,ajar main bola biar tidak sembarang perempuan tidak asa kontol bagus dunya kalyan bebas tidak perempuan nolak speak up leceh kalyan,0,0.0,0,3,3,3,4,1
2054,1,seru wlpun menit brubah atur aamiin aamiin terima kasih bu gtjuga ihtidak enak tidak nyapa ciranjang,0,0.0,0,4,0,1,5,1
2055,1,emotxtangis gemesbangetsesayang astagahtidak erti umum libur emotxtangis,-2,0.043478260869565216,0,0,2,1,0,0
2056,1,krl bis tj transit krl bis tj jalan kaki halte tj kantor jalan kaki sepakat transportasi jalan kaki last mile ride ikm,0,0.11904761904761904,0,0,1,0,0,0
2057,0,gapai cita kadang mudah cita dokter tidak uang cita tentara gagal tes sehat artis orang tua anak insinyur iri tidak sih orang kasih sempat buka lebar tidak dimanfaatin,0,0.0,0,-1,5,3,1,2
2058,0,najis najis najis indosat deh ganti kartu kayak anjing sangat,0,0.0,0,-2,1,0,0,2
2059,1,cinta erti tidak rasa cinta wajah nan rupawan cinta erti,0,0.0,0,2,0,1,3,1
2060,0,bicara ye kasih nenangin tidak sih tae bikin kesal fuck,0,0.0,3,0,0,1,1,1
2061,1,keren iya mana pakai baju koko sarung keren liaitukalia pakaianya ganti,0,0.0,0,2,0,0,2,0
2062,0,iya iya bodoh si   jatuh lubang tertawa tidak kuat melulu capai tidak p,0,0.0,1,-1,2,2,2,3
2063,0,langsung ku block iya maaf teman teman pilih jalan jalan lho jujur sedih lihat alat musik hancur,0,0.0,0,0,1,0,1,1
2064,0,teman rekomen masuk kantor iya tidak siang tidak malam wa an melulu kalah fangirl emak-emak rekomen kerja orang,0,0.0,0,-2,0,2,0,2
2065,1,alhamdulillah kota pahlawan rangka damping teman serta diklat moga mndapatkan inspirasi trbaik bekal fase kediklatan,0,0.0,0,5,0,0,5,0
2066,0,udahan iya bieberfact nya koneksi dadak norak parah of kenal flw night belibs 3,2,0.0,0,-3,0,0,0,3
2067,0,buka tidak amandemen cebong busuk berkat rahmat allah maha kuasa baca buka uudigas situ dasar negara r i bong-bong0o bongak,0,0.6785714285714286,0,2,0,1,5,3
2068,1,sore kak rica  makan semangat iya kak,2,0.0,0,2,0,0,2,0
2069,1,dortmund keren rt ikhifiqri congratulations bayer munchen,1,0.0625,1,1,0,0,1,0
2070,1,alhamdulilah sehat walafiat nanda kmana lulus sekolah,1,0.0,0,3,1,0,3,0
2071,0,tahun kemarin bulan lewat malino daki skrang-skrang tidak capai emotxtawa h kesini 19 july 2017,1,0.0,0,1,0,1,1,0
2072,1,hua emotxtawa kece kece badai mel saking kece nya tidak bentuk muka eh tertawa,1,0.0,0,4,0,1,4,0
2073,0,arti fans kagum dar kagum kagum penting pribadi menganggu nyaman orang tidak,0,0.0,0,3,0,1,3,0
2074,1,cinta cinta tuhan tidak lelah sayang asih cinta nya mulia cinta mana dunia,0,0.0,0,6,0,1,6,0
2075,1,chef marinka cantik sangat 3,1,0.0,0,1,0,0,1,0
2076,0,orng marah bilang pks lahir 2 koruptor oknum bodoh oknum laku kelas kroco kelas kakap presiden oknum projek tipu tipu presiden partai,0,0.06976744186046512,0,-5,1,0,0,5
2077,0,oposisi era harto sby mudik jalan tol jembatan labuh bangun era harto sby logika pakai admin bodoh bikin anjlok elektabilitas c c,0,0.02631578947368421,0,-1,0,0,0,1
2078,1,rindu cair sebentar uap peluk kasih erat pasrah akan jiwa bawa tunai twittmalam twittrindu,0,0.0,0,3,0,0,3,0
2079,1,alhamdulilah geulis kabar gingsul p,0,0.0,0,1,0,0,1,0
2080,0,bilang gendut nyusul mas mbak nikah todong angpaonya maki umur tidak asam,-1,0.0,0,0,0,1,0,0
2081,1,nyampe rumah alhamdulillah teryata suami masak capcay bihun goreng berangkat kerja pagi bikin cinta,0,0.0,0,3,0,0,3,0
2082,0,sensitif krisis identitas kasihan,0,0.0,0,-3,2,0,0,3
2083,1,he cantik senyum,1,0.0,0,1,0,0,1,0
2084,0,kampanye nya 4 intoleran anti kebhinekaan ormas radikal pancasila wes ojok kakean bodoh mu saudara laki,0,0.25806451612903225,0,-2,2,0,0,2
2085,0,lho kir hati tega buang sampah plastik sembarang males kurang pakai plastik kresek plastik kemas bijakberplastik,0,0.0,1,-5,1,0,0,5
2086,1,hidup dedikasi untuk contoh rela kubur mimpi juang cita cita nya kelak tidak rasa sulit hidup lalu,0,0.0,0,4,0,1,4,0
2087,0,orang ruang belanjamelulu malakunya tinggal sobat kismin pura pura bijak sok belanja guna hilih,0,0.041666666666666664,0,2,0,0,3,1
2088,0,alamak heboh malam eyang gadengerin kenceng suara suara sinema elektronik volume up apal jadwal sinema elektronik sctv rcti sore ampe malam jamii capai,0,0.0,0,0,0,0,0,0
2089,0,emotxtawa klen gituin si fqri woi klen delkon  parah kali bah   ,0,0.0,0,-2,0,0,0,2
2090,0,ah sedih strong sel adit,0,0.0,0,0,0,0,1,1
2091,1,aamiin iya alah thenks kak   tidak enak vie dia sabar iya moga,0,0.0,0,2,0,1,3,1
2092,1,allah masha allah allah sangat kasih gunung dosa himpun allah kam dosa dosa kasih sayang maha agung wujud alam kasih sayang allah,0,0.0,1,8,0,0,11,3
2093,1,mimpi absurd semalem kumpul kumpul toko makan martabak beneran duduk kumpul kumpul mksdnya disamperin dian sastro martabak kumpul kumpul ngobrol lupa doa tidur,0,0.0,0,1,1,0,2,1
2094,1,cinta sungguh asal hati rasa hati ungkap hati terjemah bait bait puisi,0,0.0,0,4,0,0,4,0
2095,1,alhamdulillah makan sahur bareng mbah gugel walo cerewet kulinertradisional kulinerbanyuwangi bakulkuliner warunglya,0,0.0,0,1,1,0,2,1
2096,1,terima kaaih kwik pikir pribadi terima ksh forum bgitu sampaikn sarumpait,0,0.0,0,0,0,0,0,0
2097,1,lihat deg-degan tibatiba bahagia apagga nama cinta i stole this from someone v,1,0.4827586206896552,0,2,0,0,2,0
2098,0,cita cita jongos pola pikir batas jongos kapasitas otak tidak mumpuni unt tampung berfikir tulis,0,0.07142857142857142,0,0,1,1,1,1
2099,0,sayang niat terwujut lanjut ketidakmampuan beda urus kontestasi politik urus kesejahtetaan warga tanggungja,0,0.0,0,0,0,0,1,1
2100,1,lawan mah menang nya ta tidak enak p,-1,0.0,0,-2,0,1,1,3
2101,1,selamat ulang lia moga lulus un masuk ptn favorite gemuk iya,0,0.0,0,3,2,0,3,0
2102,0,dadak lemas perabot,0,0.0,0,-1,0,0,0,1
2103,1,mbah sudjiwotejo jokowi lama anggap nabi tidak salah,0,0.0,0,0,1,1,0,0
2104,1,aduh cerita kmana-kmana inti iya syukur mrasa pasrah ikhtiar kenceng adasaja bkin untung tengah tantang hidup doa orang tua utama,0,0.0,0,5,2,0,7,2
2105,1,hapy birthday vita moga cantik soleha sukses akhirat dunia iya aamiin,1,0.0,1,4,0,0,4,0
2106,1,eh karahel cantik alimnih kakak aduh terbang he cantik pakai,1,0.0,0,1,0,0,2,1
2107,0,inget fitnah kejam gala habis ngefitnah,0,0.0,2,-2,1,0,0,2
2108,0,ibln rnya putus jadi labil sangat ki bentar marah deh,0,0.0,0,-1,2,0,0,1
2109,1,som terima oppa tenang norak nge drama jungkir sayang,2,0.0,0,1,2,0,2,1
2110,0,pitnah o ndin sombong yak em anarpah makane ngopi ta ojok sombong ae kun,0,0.0,1,-2,0,0,0,2
2111,1,syukur kali lalu dgnnya aku syukur senyum wajah sama tidak peduli marah dtng tidak jauh mengerjar ibu lampau kasihan pdku,0,0.0,0,0,0,2,3,3
2112,1,selamat pagi bidadari,1,0.0,0,1,0,0,1,0
2113,1,emotxtawa h mimpi cinta p,0,0.0,0,1,0,0,1,0
2114,0,oa emotxtawa h maaf khilaf ceplos,0,0.0,0,-1,0,0,0,1
2115,0,sabar yah sayang orang orang balas ilmake sure theylget it dont hide ur smile dont give me fake smile everything gon na be oke,0,0.0,0,3,0,0,3,0
2116,1,yoi deliamrizal man of steel keren with putputrihan,2,0.05263157894736842,0,1,0,0,1,0
2117,0,singa garang hormat anjing jaga penting makan,0,0.0,0,1,0,0,2,1
2118,0,pindah gedung buka layan waktu antri yah tidak kerja yah buset buset,0,0.0,0,-1,0,1,0,1
2119,1,tuhan rancang rencana baik syukur apadanya susah bahagia always spirit,0,0.0,0,1,0,0,2,1
2120,1,selamat semangat yah ,0,0.0,0,2,0,0,2,0
2121,1,sangat ajar sih sebenernya diingetin sekian kali peristiwa 1 syukur syukur kufur 2 jalanin hidup ensenang ajah bawa ribet,0,0.0,1,3,0,0,3,0
2122,1,kocak ye jokowi pidato pakai bahasa betawi,0,0.0,0,0,0,0,0,0
2123,0,sah sah fans persija bela main klub favorit persija bapuk sangat via vallen simic mikir,0,0.0,1,1,0,0,1,0
2124,1,orang orang hepi terima kerja sekolah hepi nama nongol daftar workshopcerpenkompas-workshopcerpenkompas014 tsygmc foto,1,0.03333333333333333,0,1,0,0,1,0
2125,1,makan mie enak,0,0.0,0,2,0,0,2,0
2126,0,juni mana gugur daun bidara lunglai resap sepi sesak rindu gebu semua lembar lembar kagum mu lelah kah tatap langit simpan cahaya biar malam peluk gelap pagi puja sunyi cinta engkau,0,0.0,0,-1,1,0,3,4
2127,1,  akhernya sofa nyaman       pt mpf su park bij pic ,0,0.0,0,1,0,0,1,0
2128,1,sayang sayang sangat sangat banget susah ngungkapinnya sayang beda sangat tidak fans idol saudara adek anak jugadan rela sangat,0,0.0,0,0,1,1,1,1
2129,1,pagi selamat pagi mimin cakep rt selamat pagi masivers,2,0.0,0,3,2,0,3,0
2130,1,selamat jalan ibadah shalat maghrib pbeauty my princes my prince  ,0,0.0,0,2,1,0,2,0
2131,0,paham bikin kecewa tidak layak sempat kasih dana kali kali bodoh kartu biar masuk penjara huuhkzl,0,0.0,0,-2,2,1,1,3
2132,0,drama kmarin sore hari puasa pas mandi kaget bcz datang tamu tidak undang pas sangat woi pas adzan maghrib galau hari anggap sah puasa tidak ,-1,0.0,0,1,1,2,3,2
2133,1,inti sih tetep sayang 6 ngitung smpe 3 bulan tertawa,0,0.0,0,2,0,0,2,0
2134,0,untung orang tua orang sayang sadar patah hati tidak buat tidak selesai skripsi hidup lanjut harap genggam orang peluk,0,0.0,0,2,1,2,3,1
2135,1,sore coto tidak rumah lanjur lelah lapar malam buka kulkas nemu indomie coto makassar alhamdullilah,0,0.0,0,-1,1,1,0,1
2136,0,bikin kecewa,0,0.0,0,-1,0,0,0,1
2137,1,noleh inget senyum bilang dalem hati tidak hilang apa hilang orang sayang,0,0.0,0,2,0,1,2,0
2138,0,ikhlasin kesal kak,0,0.0,0,-1,0,0,0,1
2139,0,nama orangtua iya wajib bayarin anak sekolah gada nama buang uang dilakuin tidak gabakal sia sia gausah takut gagal gausah mikir buruk sia sia ngejudge orglain,0,0.0,2,-1,5,1,0,1
2140,1,30 status kerja padat 27 selo sangat ku biar konyol habis sih tertawa it works so,0,0.029411764705882353,0,-1,1,0,1,2
2141,0,kecewa sih,0,0.0,0,-1,0,0,0,1
2142,0,miris orang kedok laginseorg undidik agama tidak bijak tata bahasa singgung orang media sosial,0,0.0,0,-3,1,1,0,3
2143,0,teriak indonesia serang tka china wan abud order plastik sampah jerman gm bikin pabrik kali iya goindonesia,0,0.03333333333333333,0,-2,0,0,0,2
2144,1,ku laku dasar cinta mu kasih ku,0,0.0,0,1,0,0,1,0
2145,1,be thankful for everything that happens in my life so far its alan experience iya captionnya tidak nyambung foto dar ekspres tertawa waterfalls,0,0.0,0,1,0,1,1,0
2146,1,selamat sore,0,0.0,0,1,0,0,1,0
2147,1,coyg rt thamasfm mang mantap ye si kurnia meigaio,0,0.15384615384615385,0,1,0,0,1,0
2148,1,emotxtawa keren nge,1,0.0,0,1,0,0,1,0
2149,0,dalil haditsnya imam mahdi tidak aku aku imam tidak terima amanat pimpin umat apah klaim nyuruh umat mundur inamahdi nolak dibai at bi,0,0.0,0,-1,0,2,0,1
2150,0,national monument monas bejarak sekian ratus meter kantor sentuh dinding pagar,0,0.0,0,0,0,0,0,0
2151,0,marah jktsb milih ngerasa mundur iya olang wajar ngomel jkt4-jkt4 marah sayang eh tinggal saat sayang gitukan,0,0.0,0,0,1,0,2,2
2152,1,jatuh cinta tidur pikir bikin bahagia tidak karuan pdkt pacar indah beda sensasi jatuh cinta pdkt gemas degdegan ketemu malu malu kucing kangen,0,0.0,0,3,1,1,4,1
2153,0,sumpah alah cowok malu norak sangat ajak chesecake factory a laye  ,0,0.0,0,-1,0,0,0,1
2154,0,bahaya sakit gencet bau sedap ,-1,0.0,0,-2,0,0,1,3
2155,0,ribu kosa hafal lancar baca jurnal moga biasa usaha disni,0,0.0,0,2,1,0,2,0
2156,0,gendut rewel,0,0.0,0,-2,0,0,0,2
2157,0,serius iya ngumbar ngember nama debitur media langgar pbi rahasia nasabah,0,0.05263157894736842,0,-1,1,0,1,2
2158,1,dik moga paham cinta halal rindu sah tidak mudah mulia perhati sikap pilih rangkul tuai nyaman gandeng syukur temu curi pandang,0,0.0,0,1,3,1,3,2
2159,0,bodo jam ningal tidak pulang pulang nyuekin salahin bandel,0,0.0,0,0,2,1,1,1
2160,1,orang lagu norak lagu ai bawain pakai sound panggung lumayan bagus i was nothing back then,0,0.034482758620689655,0,0,1,0,1,1
2161,1,kakak traktir terima kasih yah wanda he hapy birthday kakak agung anugrah alah tertawa,0,0.0,0,4,0,0,4,0
2162,0,panas kota jakarta,0,0.0,0,0,0,0,0,0
2163,1,ummat tgb pelosok negeri teriak janji harap deklarasi engkau tgb sudi pimpin engkau pimpin amanah kerna lihat engkau imam ummat tgbharapan-tgbharapan019,0,0.08333333333333333,0,0,0,0,0,0
2164,0,rakyat indonesia derita ulah koruptor kebal hukum bahagia derita rakyat indonesia jajah parah koruptor rakyat keras banting tulang koruptor nikmat,0,0.0,0,-6,2,0,1,7
2165,1,baring nyaman foto sayang eea maafefekstres efekldr efeklaparjuga,0,0.0,0,2,0,0,2,0
2166,0,norak yah  sih norak ih akoh molo sih seble x siram luka pakai air,-1,0.0,0,-3,0,0,0,3
2167,1,adik kelas,1,0.0,1,0,1,0,0,0
2168,0,berfikir senyum bahagia tidak berfikir coba tahan sangat keras dlmnya sangat sangat egois qyara harap masa depn tidak temu sosok seperti sangat mua,0,0.0,0,-1,2,2,2,3
2169,0,telkomsel boros pulsa deh sms,0,0.0,0,-1,0,0,0,1
2170,0,hah iya astagfirullah masya allah naudzubillahminzaliq partai islam partai allah laku setan,0,0.03225806451612903,3,0,0,0,2,2
2171,1,cocok notepad plus dijadin vn  ,0,0.0,1,2,1,0,2,0
2172,0,mati lampu sih her,0,0.0,0,-1,0,0,0,1
2173,1,heol gemesin parah akrab strmarah or main dia tidak takut gigit first time i selamat him tandain pipi kaki suka sangat cium pipi kisme dreamy pwease,0,0.0,1,2,2,1,3,1
2174,1,selamat jogja      ,0,0.0,0,1,0,0,1,0
2175,1,inshallah rezeki foto bareng tom tidak kasih atur ina inu ribet post kesini pamer bagi kebahagian croplah komuk suka hati,0,0.0,1,2,0,1,3,1
2176,0,yaelah luh kakak nga pulsa wo dasar mecon norak,0,0.0,0,-1,0,0,0,1
2177,1,film bikin bolak bioskop enya lihat hugh jackman nyanyi nari habis nonton film feels bagus,2,0.0,0,1,1,0,1,0
2178,0,iya orang jahat iya jahat tukang selingkuh iya tukang selingkuh nikah selingkuhin jodoh cermin banyakin ngaca,0,0.0,0,-1,0,0,1,2
2179,0,lapor min uang transfer potong 5 juta tolong balik atm uang tambah biaya obat nomor lapor 11641708513,0,0.0,0,0,0,0,0,0
2180,0,odong-odong bohong odong tertawa woy adi bawa krts,0,0.0,0,0,0,0,1,1
2181,1,foto romantis pantai pakai dres sunset senja,0,0.0,0,0,1,0,1,1
2182,1,enak makan menu buat coach alhamdulillah serasa tidak percaya diet,0,0.041666666666666664,0,2,0,1,3,1
2183,1,cantik kece tolong folback iya,1,0.0,0,2,0,0,2,0
2184,1,sih memang ajak ekor mcflurry hujan beli anget eh kata tidak beli hujan canda toleh tertawa,0,0.0,1,1,0,1,1,0
2185,0,tidak erti bayang sulit melotot apbd gubernur gubernur rinci untung gubernur,0,0.029411764705882353,0,0,1,1,1,1
2186,0,chat save nomor w ganti nomor pas ulang w sedih 1 ruang uji it 1 jam campur aduk salah tingkah duluan,0,0.0,0,-1,2,0,1,2
2187,0,nonton streaming sinyal tidak bagus,-1,0.0,0,-1,1,1,0,1
2188,1,sakit pilek papa khawatir kadang bentak bilang minum air dingin beda mama perhati nasihat lembut tahu kepala khawatir ada,0,0.0,1,-3,1,0,1,4
2189,0,kak rasa kaya betapa membosankanya uh,0,0.0,0,0,2,1,0,0
2190,0,iya ruame rusuh,-1,0.0,0,-1,1,0,0,1
2191,1,eung si zonkies receh ppl ratus meme neomu unfaedah bikin orng smiley he orngnya spammer bawel sayang able cute tidak seriously tidak bohong ht,0,0.0,0,2,0,1,2,0
2192,0,banyak baca novel nonton film nonton lampir paham isi kitab suci al qur an sesat i t,0,0.10526315789473684,0,0,1,1,1,1
2193,0,haduh die ngomel diam ajeh juge die minte,0,0.0,0,-3,0,0,0,3
2194,1,susah persis kaya quiz p e r s i s ngerjain tidak eomenit selesai selesai mikir baik allah wanda wanda nglanggar,0,0.0,0,1,1,1,3,2
2195,1,cinta tidak butuh alas tidak jelas bahagia anniversary bth to my lovely diri mas setia i love you so much,0,0.041666666666666664,0,3,1,2,4,1
2196,0,ngaca deh iya jelek bawan orok,0,0.0,1,-1,0,0,0,1
2197,0,abs sinyal buruk pakai indosat rumah agustin nelly ririeriechan ieyut bait,-1,0.0,0,-1,1,0,0,1
2198,0,another ajar movie  something borowed ,0,0.0,0,0,0,0,0,0
2199,0,ngatain perempuan putus rantai julit susah owislah ibarate sego uwis dadi bubur flying money money,0,0.0,0,-3,2,0,0,3
2200,0,jebak macet,0,0.0,0,-1,1,0,0,1
2201,0,sensitive nomor nomor 4 signal ag fulsudah kemarin malam lokasi jalan raya legi nomor 88 ganti isp nya restart hp tidak buka tolong bantu,0,0.0,0,2,1,1,2,0
2202,0,bikin negara rugi bikin dukung pontang panting bikin bantu habis akal bikin investor mikir kali bikin tukang make up blunder orang lemah dipertahanin why oh why,0,0.0,0,-2,2,0,0,2
2203,1,gausah obsesi pacar gapenting 17 santai dkalau tidak ninggalin cowok gada deketin mbak,1,0.05714285714285714,0,1,1,1,1,0
2204,0,emotxtawa hati hati kobra bahaya bos nya tampar,2,0.0,0,0,0,0,2,2
2205,0,pakai vaseline bulu mata alis simpan deh si vaseline lemari posisi kaca belah lemari pakai pas nyimpen sadar vaseline nya tidak,0,0.0,0,2,0,1,2,0
2206,0,perintah mungsuh perintah teliti periksa harap mansyarakat lontar eksplisit buka harap te tertawa er,0,0.034482758620689655,0,4,0,0,4,0
2207,1,produce 48 versi indonesia latih dance agnes monica bisma smash cinta laura vocal bertha mas anang bunda maya rap younglenya soimah mc irfan hakim gilang ramzi ayu dewi excited neh emotxtawa emotxtawa,2,0.09090909090909091,0,1,0,0,1,0
2208,1,citra ah orang grup angkat tidak tertawa tenang temund-temund males grup angkat takut dicuekin tidak,0,0.0,0,-2,1,2,1,3
2209,1,hrsnya orang lomba gasih ambisius dhdkdjdj kagum orang orang keras capai tuju tuju tidak main mimpi it s mesmerizing,0,0.0,0,0,3,1,1,1
2210,0,macet haft masterchef ketingalan      ciputat macet jaya ,0,0.0,0,-2,0,0,0,2
2211,1,nga sayang just kiding mua emotxtawa dinsafitrie cie we emotxtawa,3,0.0,0,1,0,0,1,0
2212,1,pixy gemesim yasetelah jatuh cinta lip cream nya nya jatih cinta keluh,0,0.0,0,1,0,0,2,1
2213,0,bingung salah perempuan bule attitudenya tidak tidak kenal perempuan salah perempuan lelaki brengsek tertawa ulang orang orang salah via vallen finya brengsek,0,0.0,0,-4,4,2,1,5
2214,1,kangen sangat deh maw tidak ketemu kgn maw sayang sangat maw moga baik iya maw tidak cantik disakitin calon lawyer,0,0.0,0,0,1,2,2,2
2215,0,ish ngrtrt twet tidak kuat,0,0.0,0,-1,1,1,0,1
2216,0,bilang hakim artidjo malaikat iya hakim artidjo dasar fakta sidang tidak buta korupsi sangat bukti malaikat sangat doy,0,0.0,0,0,0,1,1,1
2217,0,protes warga tidak terima anak terima masuk negeri kualitas sekolah negeri anak sukses biaya murah benar zaman sulit,0,0.027777777777777776,0,0,3,1,2,2
2218,0,tidak anjyr muak ajar bisnis internasional pasar internasional ekonomi internasional dear dosen kemarin bilang bahas pariwisata ekopembangunan biar santai uas tidak bahas bahas enek denger pdb ratio kawan kawan,0,0.0,0,2,3,2,3,1
2219,1,lucu sangat desain bati hello kitty goldreinvented antamlogammulia,0,0.0,0,1,1,0,1,0
2220,0,tipikal orang mesti dimaintain chatting terus sih males iya when you got time please reply mine,0,0.0,0,-1,1,0,0,1
2221,1,beda suku agama mari jaga satu saudara pilih presiden bupati pecah belah tidak sapa satu padu,0,0.0,0,0,0,1,1,1
